point cloud with 5689 points in dimension 4
distance matrix with 5689 points
value range: [0,2.82843]
 [0,0.0779844)
 [0,0.0779858)
 [0,0.0779864)
 [0,0.077998)
 [0,0.0780084)
 [0,0.0780181)
 [0,0.0780196)
 [0,0.0780376)
 [0,0.0780411)
 [0,0.0780438)
 [0,0.0780592)
 [0,0.0780669)
 [0,0.0780682)
 [0,0.0780761)
 [0,0.0780761)
 [0,0.0780819)
 [0,0.0781279)
 [0,0.0781291)
 [0,0.0781383)
 [0,0.0781383)
 [0,0.0781397)
 [0,0.0781734)
 [0,0.0781784)
 [0,0.0781938)
 [0,0.0782075)
 [0,0.0782095)
 [0,0.0782095)
 [0,0.0782147)
 [0,0.0782244)
 [0,0.0782606)
 [0,0.0782971)
 [0,0.0783201)
 [0,0.0783218)
 [0,0.0783283)
 [0,0.0783336)
 [0,0.0783391)
 [0,0.0783409)
 [0,0.0783768)
 [0,0.0783861)
 [0,0.0784051)
 [0,0.078412)
 [0,0.0784307)
 [0,0.0784497)
 [0,0.0784505)
 [0,0.0784543)
 [0,0.0784549)
 [0,0.0784796)
 [0,0.0784924)
 [0,0.0784988)
 [0,0.0785185)
 [0,0.0785278)
 [0,0.0785434)
 [0,0.0785443)
 [0,0.0785507)
 [0,0.0785543)
 [0,0.0785599)
 [0,0.078569)
 [0,0.0785762)
 [0,0.0785808)
 [0,0.0785962)
 [0,0.0785964)
 [0,0.0785978)
 [0,0.0786456)
 [0,0.078664)
 [0,0.0786659)
 [0,0.0786723)
 [0,0.078683)
 [0,0.0786856)
 [0,0.0786952)
 [0,0.0786978)
 [0,0.0787185)
 [0,0.0787298)
 [0,0.0787505)
 [0,0.0787572)
 [0,0.0787606)
 [0,0.0787618)
 [0,0.07878)
 [0,0.0787887)
 [0,0.0788061)
 [0,0.0788117)
 [0,0.0788195)
 [0,0.0788367)
 [0,0.0788378)
 [0,0.0788433)
 [0,0.0788441)
 [0,0.0788833)
 [0,0.0788875)
 [0,0.0788906)
 [0,0.0788918)
 [0,0.0788961)
 [0,0.078898)
 [0,0.0789067)
 [0,0.0789114)
 [0,0.0789129)
 [0,0.0789292)
 [0,0.0789316)
 [0,0.0789388)
 [0,0.0789424)
 [0,0.0789467)
 [0,0.0789673)
 [0,0.0789688)
 [0,0.0789857)
 [0,0.0789908)
 [0,0.0789913)
 [0,0.0790233)
 [0,0.079028)
 [0,0.0790349)
 [0,0.0790445)
 [0,0.079049)
 [0,0.0790688)
 [0,0.0790793)
 [0,0.0790793)
 [0,0.0790848)
 [0,0.0790865)
 [0,0.0790892)
 [0,0.0790993)
 [0,0.0791184)
 [0,0.0791251)
 [0,0.0791334)
 [0,0.0791345)
 [0,0.0791372)
 [0,0.0791562)
 [0,0.0791692)
 [0,0.0791713)
 [0,0.0791767)
 [0,0.0791858)
 [0,0.0792049)
 [0,0.0792085)
 [0,0.0792224)
 [0,0.0792303)
 [0,0.0792542)
 [0,0.0792714)
 [0,0.0792727)
 [0,0.0792783)
 [0,0.0792915)
 [0,0.0793002)
 [0,0.0793059)
 [0,0.079327)
 [0,0.0793289)
 [0,0.0793298)
 [0,0.0793389)
 [0,0.0793489)
 [0,0.0793587)
 [0,0.0793612)
 [0,0.0793734)
 [0,0.0793735)
 [0,0.079391)
 [0,0.0793943)
 [0,0.0794097)
 [0,0.0794145)
 [0,0.0794244)
 [0,0.0794329)
 [0,0.079433)
 [0,0.0794331)
 [0,0.0794376)
 [0,0.0794423)
 [0,0.0794447)
 [0,0.0794537)
 [0,0.0794539)
 [0,0.0794862)
 [0,0.0794893)
 [0,0.0794894)
 [0,0.0795195)
 [0,0.079529)
 [0,0.0795611)
 [0,0.0795717)
 [0,0.0795725)
 [0,0.0795725)
 [0,0.079573)
 [0,0.0795927)
 [0,0.0795956)
 [0,0.0796015)
 [0,0.0796187)
 [0,0.0796207)
 [0,0.0796286)
 [0,0.0796297)
 [0,0.0796333)
 [0,0.0796423)
 [0,0.0796558)
 [0,0.0796902)
 [0,0.0797071)
 [0,0.0797095)
 [0,0.0797107)
 [0,0.0797207)
 [0,0.0797224)
 [0,0.0797261)
 [0,0.0797527)
 [0,0.0797597)
 [0,0.0797638)
 [0,0.0797641)
 [0,0.0797647)
 [0,0.0797747)
 [0,0.0797945)
 [0,0.0797979)
 [0,0.0798157)
 [0,0.0798219)
 [0,0.0798537)
 [0,0.0798729)
 [0,0.0798811)
 [0,0.0798997)
 [0,0.0799003)
 [0,0.0799076)
 [0,0.0799122)
 [0,0.0799179)
 [0,0.0799228)
 [0,0.0799415)
 [0,0.0799437)
 [0,0.0799505)
 [0,0.0799527)
 [0,0.0799557)
 [0,0.0799561)
 [0,0.0799587)
 [0,0.0799613)
 [0,0.0799797)
 [0,0.0799866)
 [0,0.0799898)
 [0,0.0799908)
 [0,0.0800126)
 [0,0.0800145)
 [0,0.0800177)
 [0,0.0800212)
 [0,0.0800278)
 [0,0.0800492)
 [0,0.0800781)
 [0,0.0800925)
 [0,0.080095)
 [0,0.0801065)
 [0,0.0801168)
 [0,0.0801419)
 [0,0.0801641)
 [0,0.0801697)
 [0,0.0801853)
 [0,0.08019)
 [0,0.0801936)
 [0,0.0801998)
 [0,0.0802238)
 [0,0.0802276)
 [0,0.080231)
 [0,0.0802607)
 [0,0.0802651)
 [0,0.0802845)
 [0,0.0802941)
 [0,0.0802964)
 [0,0.0803112)
 [0,0.080313)
 [0,0.0803189)
 [0,0.0803246)
 [0,0.0803276)
 [0,0.0803297)
 [0,0.0803415)
 [0,0.0803653)
 [0,0.0803664)
 [0,0.0803704)
 [0,0.0803844)
 [0,0.0803909)
 [0,0.0803961)
 [0,0.0804042)
 [0,0.0804136)
 [0,0.0804187)
 [0,0.0804269)
 [0,0.0804311)
 [0,0.0804343)
 [0,0.0804415)
 [0,0.0804532)
 [0,0.0804667)
 [0,0.0804771)
 [0,0.0804777)
 [0,0.0804794)
 [0,0.0804797)
 [0,0.0804973)
 [0,0.0804999)
 [0,0.0805045)
 [0,0.0805109)
 [0,0.0805129)
 [0,0.0805257)
 [0,0.0805374)
 [0,0.0805407)
 [0,0.0805494)
 [0,0.0805562)
 [0,0.0805568)
 [0,0.0805646)
 [0,0.0805986)
 [0,0.080605)
 [0,0.0806134)
 [0,0.0806473)
 [0,0.0806603)
 [0,0.0806606)
 [0,0.0806646)
 [0,0.0806652)
 [0,0.0806672)
 [0,0.080671)
 [0,0.0806766)
 [0,0.0806793)
 [0,0.0806825)
 [0,0.0806897)
 [0,0.0806911)
 [0,0.0807031)
 [0,0.0807476)
 [0,0.0807497)
 [0,0.0807498)
 [0,0.0807579)
 [0,0.0807623)
 [0,0.0807916)
 [0,0.0807996)
 [0,0.0808001)
 [0,0.0808027)
 [0,0.0808077)
 [0,0.0808113)
 [0,0.0808259)
 [0,0.0808349)
 [0,0.0808353)
 [0,0.0808795)
 [0,0.08088)
 [0,0.0808893)
 [0,0.0808952)
 [0,0.0808994)
 [0,0.0809039)
 [0,0.0809359)
 [0,0.0809522)
 [0,0.0809558)
 [0,0.0809644)
 [0,0.0809799)
 [0,0.0809863)
 [0,0.0809918)
 [0,0.0810087)
 [0,0.0810092)
 [0,0.0810118)
 [0,0.0810358)
 [0,0.0810359)
 [0,0.0810422)
 [0,0.0810443)
 [0,0.081067)
 [0,0.0810976)
 [0,0.0811094)
 [0,0.081133)
 [0,0.0811365)
 [0,0.0811398)
 [0,0.0811498)
 [0,0.0811853)
 [0,0.081188)
 [0,0.0811907)
 [0,0.0811989)
 [0,0.0812239)
 [0,0.0812294)
 [0,0.0812295)
 [0,0.0812305)
 [0,0.0812408)
 [0,0.0812499)
 [0,0.0812563)
 [0,0.0812566)
 [0,0.0812634)
 [0,0.0812684)
 [0,0.0812705)
 [0,0.0812742)
 [0,0.081303)
 [0,0.081308)
 [0,0.0813138)
 [0,0.0813199)
 [0,0.0813236)
 [0,0.0813239)
 [0,0.081328)
 [0,0.0813337)
 [0,0.0813385)
 [0,0.0813438)
 [0,0.0813444)
 [0,0.0813534)
 [0,0.0813635)
 [0,0.08138)
 [0,0.0813905)
 [0,0.0814058)
 [0,0.081423)
 [0,0.0814279)
 [0,0.0814508)
 [0,0.0814561)
 [0,0.081462)
 [0,0.0814655)
 [0,0.0814751)
 [0,0.081479)
 [0,0.0815015)
 [0,0.0815109)
 [0,0.0815321)
 [0,0.0815346)
 [0,0.0815348)
 [0,0.0815467)
 [0,0.0815559)
 [0,0.0815631)
 [0,0.08157)
 [0,0.0815729)
 [0,0.0815856)
 [0,0.0816147)
 [0,0.08164)
 [0,0.0816627)
 [0,0.0816662)
 [0,0.0816695)
 [0,0.0816795)
 [0,0.0816891)
 [0,0.0816922)
 [0,0.0816927)
 [0,0.0816945)
 [0,0.0817051)
 [0,0.0817178)
 [0,0.08173)
 [0,0.0817424)
 [0,0.0817488)
 [0,0.0817593)
 [0,0.0817807)
 [0,0.0817884)
 [0,0.0817955)
 [0,0.0818036)
 [0,0.0818053)
 [0,0.0818169)
 [0,0.0818213)
 [0,0.0818322)
 [0,0.0818389)
 [0,0.0818537)
 [0,0.0818769)
 [0,0.0818773)
 [0,0.0818821)
 [0,0.0819113)
 [0,0.0819313)
 [0,0.0819368)
 [0,0.0819401)
 [0,0.0819639)
 [0,0.0819665)
 [0,0.0819828)
 [0,0.0819901)
 [0,0.0820161)
 [0,0.0820182)
 [0,0.0820213)
 [0,0.0820245)
 [0,0.0820351)
 [0,0.0820406)
 [0,0.0820422)
 [0,0.0820437)
 [0,0.0820446)
 [0,0.082048)
 [0,0.082056)
 [0,0.082058)
 [0,0.0820619)
 [0,0.082063)
 [0,0.0820671)
 [0,0.0820677)
 [0,0.0820767)
 [0,0.0820948)
 [0,0.082096)
 [0,0.0821046)
 [0,0.0821096)
 [0,0.0821123)
 [0,0.0821136)
 [0,0.0821198)
 [0,0.0821205)
 [0,0.0821445)
 [0,0.0821519)
 [0,0.0821558)
 [0,0.0821697)
 [0,0.0821859)
 [0,0.0822169)
 [0,0.082276)
 [0,0.0822765)
 [0,0.0822959)
 [0,0.0822999)
 [0,0.0823204)
 [0,0.0823237)
 [0,0.0823312)
 [0,0.0823337)
 [0,0.0823697)
 [0,0.0823723)
 [0,0.0823856)
 [0,0.0823964)
 [0,0.082398)
 [0,0.0824026)
 [0,0.0824071)
 [0,0.082408)
 [0,0.0824271)
 [0,0.0824295)
 [0,0.0824325)
 [0,0.0824343)
 [0,0.0824367)
 [0,0.0824523)
 [0,0.0824736)
 [0,0.0824763)
 [0,0.0824821)
 [0,0.082499)
 [0,0.0825023)
 [0,0.0825105)
 [0,0.0825115)
 [0,0.0825272)
 [0,0.082534)
 [0,0.0825435)
 [0,0.0825803)
 [0,0.0825934)
 [0,0.0826065)
 [0,0.0826155)
 [0,0.0826482)
 [0,0.0826519)
 [0,0.0826558)
 [0,0.0826575)
 [0,0.082672)
 [0,0.0826731)
 [0,0.0826754)
 [0,0.0826838)
 [0,0.0827105)
 [0,0.0827141)
 [0,0.082719)
 [0,0.0827401)
 [0,0.0827659)
 [0,0.0827813)
 [0,0.0827916)
 [0,0.0827962)
 [0,0.0828106)
 [0,0.0828178)
 [0,0.0828187)
 [0,0.0828206)
 [0,0.082825)
 [0,0.0828278)
 [0,0.0828409)
 [0,0.0828542)
 [0,0.0828752)
 [0,0.0829292)
 [0,0.0829362)
 [0,0.0829378)
 [0,0.0829514)
 [0,0.0829533)
 [0,0.0829594)
 [0,0.0829939)
 [0,0.0830005)
 [0,0.0830104)
 [0,0.0830204)
 [0,0.0830608)
 [0,0.0830816)
 [0,0.0831089)
 [0,0.0831127)
 [0,0.083117)
 [0,0.0831351)
 [0,0.0831352)
 [0,0.0831664)
 [0,0.0831975)
 [0,0.0832157)
 [0,0.0832246)
 [0,0.0832682)
 [0,0.0832696)
 [0,0.0832771)
 [0,0.0832778)
 [0,0.0832983)
 [0,0.0833055)
 [0,0.0833075)
 [0,0.0833279)
 [0,0.0833506)
 [0,0.0833613)
 [0,0.0833635)
 [0,0.0833667)
 [0,0.0833687)
 [0,0.0833736)
 [0,0.0833777)
 [0,0.0834058)
 [0,0.0834133)
 [0,0.0834503)
 [0,0.0834521)
 [0,0.0834788)
 [0,0.0834837)
 [0,0.0834894)
 [0,0.0834914)
 [0,0.0835234)
 [0,0.0835259)
 [0,0.0835325)
 [0,0.0835357)
 [0,0.0835492)
 [0,0.0835615)
 [0,0.0835709)
 [0,0.0835896)
 [0,0.0835987)
 [0,0.0836031)
 [0,0.0836037)
 [0,0.0836043)
 [0,0.0836049)
 [0,0.0836087)
 [0,0.0836098)
 [0,0.0836327)
 [0,0.0836338)
 [0,0.0836342)
 [0,0.0836512)
 [0,0.0836533)
 [0,0.0836533)
 [0,0.0836683)
 [0,0.0836688)
 [0,0.0836744)
 [0,0.0836748)
 [0,0.0836995)
 [0,0.08371)
 [0,0.0837426)
 [0,0.0837571)
 [0,0.0837863)
 [0,0.0838126)
 [0,0.0838285)
 [0,0.0838326)
 [0,0.0838334)
 [0,0.0838403)
 [0,0.0838439)
 [0,0.0838469)
 [0,0.0838623)
 [0,0.0838663)
 [0,0.0838755)
 [0,0.083887)
 [0,0.0838967)
 [0,0.0839015)
 [0,0.0839237)
 [0,0.0839292)
 [0,0.0839356)
 [0,0.0839603)
 [0,0.0839641)
 [0,0.0839688)
 [0,0.0839706)
 [0,0.0839769)
 [0,0.0840011)
 [0,0.0840175)
 [0,0.0840399)
 [0,0.0840746)
 [0,0.0840918)
 [0,0.084093)
 [0,0.0840938)
 [0,0.0841002)
 [0,0.0841057)
 [0,0.0841277)
 [0,0.08413)
 [0,0.0841436)
 [0,0.0841575)
 [0,0.0841631)
 [0,0.0841637)
 [0,0.0841944)
 [0,0.0841945)
 [0,0.0842172)
 [0,0.0842216)
 [0,0.084234)
 [0,0.0842356)
 [0,0.084257)
 [0,0.0842689)
 [0,0.0842751)
 [0,0.0842987)
 [0,0.0843245)
 [0,0.0843325)
 [0,0.0843352)
 [0,0.0843468)
 [0,0.0843896)
 [0,0.0844099)
 [0,0.0844131)
 [0,0.0844171)
 [0,0.0844175)
 [0,0.0844318)
 [0,0.0844387)
 [0,0.084443)
 [0,0.084444)
 [0,0.0844485)
 [0,0.0844577)
 [0,0.0844618)
 [0,0.0844641)
 [0,0.0844663)
 [0,0.0844757)
 [0,0.0844913)
 [0,0.0844913)
 [0,0.0844937)
 [0,0.0844947)
 [0,0.0845078)
 [0,0.0845142)
 [0,0.0845166)
 [0,0.0845193)
 [0,0.0845313)
 [0,0.0845387)
 [0,0.0845563)
 [0,0.0845623)
 [0,0.0845659)
 [0,0.0845737)
 [0,0.08458)
 [0,0.0845906)
 [0,0.0845993)
 [0,0.0846086)
 [0,0.0846247)
 [0,0.0846304)
 [0,0.0846449)
 [0,0.0846454)
 [0,0.0846522)
 [0,0.0846526)
 [0,0.084656)
 [0,0.0846689)
 [0,0.0846692)
 [0,0.0846779)
 [0,0.0846836)
 [0,0.0846957)
 [0,0.0847043)
 [0,0.0847056)
 [0,0.0847223)
 [0,0.0847247)
 [0,0.0847305)
 [0,0.0847317)
 [0,0.0847516)
 [0,0.0847656)
 [0,0.0847779)
 [0,0.0847817)
 [0,0.0847838)
 [0,0.084787)
 [0,0.0848096)
 [0,0.084811)
 [0,0.0848162)
 [0,0.0848392)
 [0,0.0848854)
 [0,0.0848887)
 [0,0.0848904)
 [0,0.0848912)
 [0,0.0848977)
 [0,0.0849043)
 [0,0.0849051)
 [0,0.084908)
 [0,0.0849105)
 [0,0.084918)
 [0,0.0849272)
 [0,0.0849369)
 [0,0.0849599)
 [0,0.0849811)
 [0,0.0849817)
 [0,0.0849828)
 [0,0.0849913)
 [0,0.0849969)
 [0,0.0849979)
 [0,0.0850021)
 [0,0.08502)
 [0,0.0850382)
 [0,0.0850405)
 [0,0.0850516)
 [0,0.0850549)
 [0,0.0850602)
 [0,0.08507)
 [0,0.08509)
 [0,0.0851073)
 [0,0.0851117)
 [0,0.0851132)
 [0,0.0851144)
 [0,0.0851196)
 [0,0.0851298)
 [0,0.085154)
 [0,0.0851555)
 [0,0.0851603)
 [0,0.0851655)
 [0,0.085176)
 [0,0.085192)
 [0,0.0851948)
 [0,0.0852051)
 [0,0.0852145)
 [0,0.0852242)
 [0,0.0852256)
 [0,0.0852345)
 [0,0.0852641)
 [0,0.085275)
 [0,0.0852769)
 [0,0.0853084)
 [0,0.0853295)
 [0,0.0853454)
 [0,0.0853573)
 [0,0.0853631)
 [0,0.0853688)
 [0,0.0853729)
 [0,0.0853763)
 [0,0.0853811)
 [0,0.0853826)
 [0,0.0853964)
 [0,0.0853968)
 [0,0.0854193)
 [0,0.0854647)
 [0,0.0854672)
 [0,0.0854908)
 [0,0.0854952)
 [0,0.0854998)
 [0,0.0855067)
 [0,0.0855202)
 [0,0.0855202)
 [0,0.0855227)
 [0,0.0855335)
 [0,0.0855348)
 [0,0.0855351)
 [0,0.0855471)
 [0,0.0855618)
 [0,0.0855679)
 [0,0.0855695)
 [0,0.0855741)
 [0,0.0855792)
 [0,0.0855845)
 [0,0.0855905)
 [0,0.0855941)
 [0,0.0856278)
 [0,0.0856305)
 [0,0.0856458)
 [0,0.0856497)
 [0,0.0856582)
 [0,0.0856693)
 [0,0.0856824)
 [0,0.0856841)
 [0,0.0857195)
 [0,0.085721)
 [0,0.0857554)
 [0,0.0857609)
 [0,0.0857728)
 [0,0.0857784)
 [0,0.0857785)
 [0,0.0858051)
 [0,0.0858178)
 [0,0.0858241)
 [0,0.0858394)
 [0,0.0858436)
 [0,0.0858528)
 [0,0.0858596)
 [0,0.0858689)
 [0,0.0858788)
 [0,0.0858965)
 [0,0.0859062)
 [0,0.0859322)
 [0,0.0859674)
 [0,0.0859725)
 [0,0.0859853)
 [0,0.086002)
 [0,0.0860101)
 [0,0.0860112)
 [0,0.0860298)
 [0,0.0860338)
 [0,0.086034)
 [0,0.0860362)
 [0,0.0860445)
 [0,0.0861042)
 [0,0.0861097)
 [0,0.086157)
 [0,0.0861607)
 [0,0.0861642)
 [0,0.0861647)
 [0,0.086192)
 [0,0.0862071)
 [0,0.0862151)
 [0,0.0862339)
 [0,0.0862348)
 [0,0.0862448)
 [0,0.0862524)
 [0,0.0862868)
 [0,0.0863002)
 [0,0.0863116)
 [0,0.0863198)
 [0,0.0863271)
 [0,0.0863437)
 [0,0.0863481)
 [0,0.0863767)
 [0,0.0863854)
 [0,0.0863912)
 [0,0.0863969)
 [0,0.0864005)
 [0,0.0864011)
 [0,0.0864025)
 [0,0.0864073)
 [0,0.0864205)
 [0,0.0864468)
 [0,0.0864813)
 [0,0.086485)
 [0,0.086492)
 [0,0.0865011)
 [0,0.0865066)
 [0,0.0865082)
 [0,0.0865125)
 [0,0.086519)
 [0,0.0865227)
 [0,0.0865501)
 [0,0.0865904)
 [0,0.086627)
 [0,0.0866524)
 [0,0.0866529)
 [0,0.0866544)
 [0,0.086687)
 [0,0.086698)
 [0,0.0867009)
 [0,0.0867043)
 [0,0.0867096)
 [0,0.0867356)
 [0,0.0867465)
 [0,0.0867554)
 [0,0.0867664)
 [0,0.0867945)
 [0,0.0868045)
 [0,0.086809)
 [0,0.0868197)
 [0,0.0868206)
 [0,0.0868372)
 [0,0.0868672)
 [0,0.086897)
 [0,0.0869217)
 [0,0.0869607)
 [0,0.0869776)
 [0,0.0869783)
 [0,0.0869861)
 [0,0.0869886)
 [0,0.0870259)
 [0,0.0870356)
 [0,0.0870377)
 [0,0.0870438)
 [0,0.087055)
 [0,0.0870596)
 [0,0.0870994)
 [0,0.0871319)
 [0,0.0871411)
 [0,0.0871456)
 [0,0.0871568)
 [0,0.0871603)
 [0,0.0871721)
 [0,0.0871947)
 [0,0.0872064)
 [0,0.0872197)
 [0,0.0872354)
 [0,0.0872465)
 [0,0.0872848)
 [0,0.0872971)
 [0,0.0872975)
 [0,0.0872993)
 [0,0.0873014)
 [0,0.087302)
 [0,0.0873541)
 [0,0.0873673)
 [0,0.0873706)
 [0,0.0873819)
 [0,0.0874121)
 [0,0.0874138)
 [0,0.0874205)
 [0,0.0874248)
 [0,0.08743)
 [0,0.0874346)
 [0,0.0874392)
 [0,0.0874399)
 [0,0.0874419)
 [0,0.0874578)
 [0,0.0874706)
 [0,0.0874835)
 [0,0.0874862)
 [0,0.0875107)
 [0,0.0875301)
 [0,0.0875389)
 [0,0.0875389)
 [0,0.0875413)
 [0,0.0875441)
 [0,0.0875449)
 [0,0.0875477)
 [0,0.0875548)
 [0,0.0876052)
 [0,0.0876056)
 [0,0.0876094)
 [0,0.0876119)
 [0,0.0876172)
 [0,0.0876242)
 [0,0.08763)
 [0,0.0876342)
 [0,0.0876382)
 [0,0.0876626)
 [0,0.0876689)
 [0,0.0876726)
 [0,0.0876992)
 [0,0.0877017)
 [0,0.0877225)
 [0,0.0877339)
 [0,0.08778)
 [0,0.0878063)
 [0,0.0878425)
 [0,0.0878766)
 [0,0.0878972)
 [0,0.0878993)
 [0,0.0879124)
 [0,0.0879259)
 [0,0.0879319)
 [0,0.0879596)
 [0,0.0879706)
 [0,0.0879794)
 [0,0.0879848)
 [0,0.0879915)
 [0,0.0880038)
 [0,0.0880208)
 [0,0.0880431)
 [0,0.0880636)
 [0,0.088066)
 [0,0.0880902)
 [0,0.0881094)
 [0,0.0881236)
 [0,0.0881335)
 [0,0.0881366)
 [0,0.0881635)
 [0,0.0881738)
 [0,0.0881784)
 [0,0.0881789)
 [0,0.0881936)
 [0,0.0881955)
 [0,0.088219)
 [0,0.0882226)
 [0,0.0882318)
 [0,0.0882322)
 [0,0.0882365)
 [0,0.0882467)
 [0,0.0882485)
 [0,0.0882517)
 [0,0.0882566)
 [0,0.0882659)
 [0,0.0882662)
 [0,0.0882847)
 [0,0.0882978)
 [0,0.0883127)
 [0,0.0883332)
 [0,0.0883515)
 [0,0.0883521)
 [0,0.088357)
 [0,0.088389)
 [0,0.0883902)
 [0,0.0884071)
 [0,0.0884074)
 [0,0.0884087)
 [0,0.0884157)
 [0,0.0884317)
 [0,0.0884414)
 [0,0.0884591)
 [0,0.0884725)
 [0,0.0884766)
 [0,0.0884908)
 [0,0.0884942)
 [0,0.0885017)
 [0,0.0885326)
 [0,0.0885642)
 [0,0.0885739)
 [0,0.0885917)
 [0,0.088607)
 [0,0.0886193)
 [0,0.0886208)
 [0,0.0886226)
 [0,0.0886263)
 [0,0.0886288)
 [0,0.0886423)
 [0,0.0886596)
 [0,0.0886695)
 [0,0.0886715)
 [0,0.0886803)
 [0,0.0886829)
 [0,0.088691)
 [0,0.0887081)
 [0,0.08873)
 [0,0.0887589)
 [0,0.0888031)
 [0,0.0888227)
 [0,0.0888249)
 [0,0.088828)
 [0,0.0888364)
 [0,0.0888453)
 [0,0.0888671)
 [0,0.0888717)
 [0,0.0888736)
 [0,0.0888848)
 [0,0.088892)
 [0,0.0888982)
 [0,0.0889037)
 [0,0.0889097)
 [0,0.0889321)
 [0,0.0889469)
 [0,0.0889537)
 [0,0.0889556)
 [0,0.0889589)
 [0,0.0889665)
 [0,0.0889695)
 [0,0.0889746)
 [0,0.0889761)
 [0,0.0889843)
 [0,0.0890137)
 [0,0.0890147)
 [0,0.08902)
 [0,0.0890402)
 [0,0.0890438)
 [0,0.08905)
 [0,0.0890623)
 [0,0.0890746)
 [0,0.0890755)
 [0,0.0890812)
 [0,0.0890814)
 [0,0.0890982)
 [0,0.089118)
 [0,0.089123)
 [0,0.089141)
 [0,0.0891463)
 [0,0.0891873)
 [0,0.0891993)
 [0,0.0892174)
 [0,0.0892194)
 [0,0.0892199)
 [0,0.0892286)
 [0,0.0892298)
 [0,0.0892309)
 [0,0.0892464)
 [0,0.0892473)
 [0,0.0892521)
 [0,0.0892638)
 [0,0.0892774)
 [0,0.0892839)
 [0,0.0892841)
 [0,0.0893093)
 [0,0.0893114)
 [0,0.0893136)
 [0,0.0893163)
 [0,0.0893213)
 [0,0.0893227)
 [0,0.0893231)
 [0,0.0893441)
 [0,0.0893442)
 [0,0.0893551)
 [0,0.0893697)
 [0,0.089379)
 [0,0.0893934)
 [0,0.0894032)
 [0,0.0894053)
 [0,0.089438)
 [0,0.0894399)
 [0,0.0894617)
 [0,0.0894767)
 [0,0.089496)
 [0,0.0895095)
 [0,0.0895386)
 [0,0.089553)
 [0,0.0895934)
 [0,0.0895996)
 [0,0.0896004)
 [0,0.0896328)
 [0,0.0896429)
 [0,0.0896455)
 [0,0.0896605)
 [0,0.0896708)
 [0,0.089679)
 [0,0.0897069)
 [0,0.0897082)
 [0,0.0897316)
 [0,0.0897381)
 [0,0.0897512)
 [0,0.0897561)
 [0,0.0897584)
 [0,0.0897705)
 [0,0.0897758)
 [0,0.089776)
 [0,0.0897786)
 [0,0.0897852)
 [0,0.0897874)
 [0,0.0898161)
 [0,0.0898239)
 [0,0.0898272)
 [0,0.0898288)
 [0,0.0898421)
 [0,0.0898527)
 [0,0.0898555)
 [0,0.0898657)
 [0,0.0898701)
 [0,0.089872)
 [0,0.0898743)
 [0,0.0898757)
 [0,0.0898907)
 [0,0.0898911)
 [0,0.089894)
 [0,0.0899162)
 [0,0.0899459)
 [0,0.089948)
 [0,0.0899497)
 [0,0.0899584)
 [0,0.0899601)
 [0,0.0899633)
 [0,0.0899703)
 [0,0.0899812)
 [0,0.0899867)
 [0,0.0899893)
 [0,0.09)
 [0,0.0900289)
 [0,0.0900664)
 [0,0.0900692)
 [0,0.09011)
 [0,0.0901103)
 [0,0.090117)
 [0,0.0901213)
 [0,0.0902149)
 [0,0.0902593)
 [0,0.0902861)
 [0,0.0902971)
 [0,0.0903007)
 [0,0.0903221)
 [0,0.0903381)
 [0,0.0903838)
 [0,0.0903904)
 [0,0.090394)
 [0,0.0904184)
 [0,0.0904305)
 [0,0.0904385)
 [0,0.0904468)
 [0,0.0904512)
 [0,0.0904566)
 [0,0.0904713)
 [0,0.0904791)
 [0,0.0904817)
 [0,0.0904839)
 [0,0.0905109)
 [0,0.0905159)
 [0,0.0905246)
 [0,0.0905261)
 [0,0.0905535)
 [0,0.0905741)
 [0,0.0905859)
 [0,0.0906171)
 [0,0.0906315)
 [0,0.0906812)
 [0,0.0906864)
 [0,0.0907095)
 [0,0.0907497)
 [0,0.0907501)
 [0,0.0907695)
 [0,0.0907744)
 [0,0.0907853)
 [0,0.0907952)
 [0,0.0908214)
 [0,0.0908506)
 [0,0.0908676)
 [0,0.0908739)
 [0,0.090882)
 [0,0.0909368)
 [0,0.0909535)
 [0,0.0909601)
 [0,0.090969)
 [0,0.0910073)
 [0,0.0910085)
 [0,0.0910221)
 [0,0.0910224)
 [0,0.0910231)
 [0,0.0910287)
 [0,0.091033)
 [0,0.0911368)
 [0,0.0911511)
 [0,0.0911889)
 [0,0.0912034)
 [0,0.0912188)
 [0,0.0912594)
 [0,0.0912798)
 [0,0.0913043)
 [0,0.0913365)
 [0,0.0913377)
 [0,0.0913487)
 [0,0.0913515)
 [0,0.0913671)
 [0,0.0913952)
 [0,0.0913958)
 [0,0.0914381)
 [0,0.0914606)
 [0,0.0914952)
 [0,0.0914957)
 [0,0.0915)
 [0,0.0915048)
 [0,0.0915492)
 [0,0.0915493)
 [0,0.0915769)
 [0,0.0916013)
 [0,0.0916265)
 [0,0.0916567)
 [0,0.0916597)
 [0,0.0916661)
 [0,0.0916712)
 [0,0.0916918)
 [0,0.0917057)
 [0,0.0917109)
 [0,0.0917141)
 [0,0.0917329)
 [0,0.0917336)
 [0,0.0917367)
 [0,0.0917459)
 [0,0.0917757)
 [0,0.091814)
 [0,0.0918222)
 [0,0.0918357)
 [0,0.0918365)
 [0,0.091851)
 [0,0.0918555)
 [0,0.0918572)
 [0,0.0918595)
 [0,0.0918605)
 [0,0.0918766)
 [0,0.0919007)
 [0,0.0919012)
 [0,0.0919067)
